Checking this will round off the tax amount to the nearest integer,Al marcar esta casilla se redondeará el importe del impuesto al número entero más próximo,
Cheque,Cheque,
Cheque Date,Fecha del cheque,
Cheque Height,Altura de Cheque,
Cheque Number,Número de cheque,
Cheque Print Template,Plantilla de impresión de cheques,
Cheque Size,Cheque Tamaño,
Cheque Width,Ancho Cheque,
Cheque/Reference Date,Cheque / Fecha de referencia,
Cheque/Reference No,Cheque / No. de Referencia,
Cheques and Deposits Incorrectly cleared,Cheques y depósitos compensados incorrectamente,
Child Docname,Docname hijo,
Choose a WIP composite asset,Elija un activo compuesto WIP,
City,Ciudad,
Class / Percentage,Clase / Porcentaje,
Classification of Customers by region,Clasificación de clientes por región,
Clauses and Conditions,Cláusulas y Condiciones,
Clear Notifications,Borrar Notificaciones,
Clear Table,Borrar tabla,
Clearance Date,Fecha de liquidación,
Click on Import Invoices button once the zip file has been attached to the document. Any errors related to processing will be shown in the Error Log.,Haga clic en el botón Importar facturas una vez que el archivo zip se haya adjuntado al documento. Cualquier error relacionado con el procesamiento se mostrará en el Registro de errores.,
Client,Cliente,
Close Issue After Days,Cerrar Problema Después Días,
Close Replied Opportunity After Days,Cerrar oportunidad respondida después de días,
Closed,Cerrado,
Closed Document,Documento Cerrado,
Closed Documents,Documentos Cerrados,
Closing,Cierre,
Closing Account Head,Cuenta principal de cierre,
Closing Amount,Monto de cierre,
Closing Balance,Balance de cierre,
Closing Date,Fecha de cierre,
Closing Stock Balance,Saldo de stock de cierre,
Closing Text,Texto de cierre,
Code,Código,
Code List,Lista de códigos,
Collect Progress,Recoge el Progreso,
Collection Factor (=1 LP),Factor de Recolección (= 1 LP),
Collection Rules,Reglas de Recolección,
Collection Tier,Nivel de Colección,
Color,Color,
Column in Bank File,Columna en archivo bancario,
Comments,Comentarios,
Commission,Comisión,
Commission Rate,Comisión de ventas,
Commission Rate (%),Porcentaje de comisión (%),
Common Code,Código común,
Communication,Comunicaciones,
Communication Channel,Canal de comunicación,
Communication Medium,Medio de comunicación,
Communication Medium Timeslot,Intervalo de tiempo medio de comunicación,
Communication Medium Type,Tipo de medio de comunicación,
Companies,Compañías,
Company,Compañía,
Company Account,Cuenta de la compañia,
Company Address,Dirección de la Compañía,
Company Address Display,Mostrar dirección de la empresa,
Company Address Name,Nombre de la Empresa,
Company Bank Account,Cuenta bancaria de la empresa,
Company Billing Address,Dirección de Facturación de la Compañía,
Company Description,Descripción de la Compañía,
Company Description for website homepage,Descripción de la empresa para la página de inicio página web,
Company Details,Detalles de la Compañía,
Company Email,Email de la compañía,
Company Logo,Logo de la Compañía,
Company Name,Nombre de compañía,
Company Shipping Address,Dirección de envío de la compañía,
Company Tagline for website homepage,Lema de la empresa para la página de inicio de la página web,
Company Tax ID,Número de Identificación Fiscal de la Compañía,
Company registration numbers for your reference. Tax numbers etc.,"Los números de registro de la compañía para su referencia. Números fiscales, etc",
Company which internal customer represents,Compañía a la que representa el Cliente Interno,
Company which internal customer represents.,Compañía a la que representa el Cliente Interno.,
Company which internal supplier represents,Empresa a la que representa el proveedor interno,
Competitor,Competidor,
Competitor Detail,Detalle del Competidor,
Competitor Name,Nombre del Competidor,
Competitors,Competidores,
Complete,Completar,
Completed,Completado,
Completed By,Completado Por,
Completed On,Completado el,
Completed Qty,Cantidad completada,
Completed Time,Tiempo completado,
Completed Work Orders,Órdenes de Trabajo completadas,
Completion By,Finalización por,
Completion Date,Fecha de  finalización,
Completion Status,Estado de finalización,
Comprehensive Insurance,Seguro a Todo Riesgo,
Computer,Computadora,
Condition,Condición,
Conditional Rule,Regla condicional,
Conditional Rule Examples,Ejemplos de reglas condicionales,
Conditions will be applied on all the selected items combined. ,Las condiciones se aplicarán a todos los elementos seleccionados combinados.,
Configuration,Configuración,
Configure the action to stop the transaction or just warn if the same rate is not maintained.,Configure la acción para detener la transacción o simplemente avisar si no se mantiene la misma tasa.,
Confirmation Date,Fecha de confirmación,
Connections,Conexiones,
Consider Entire Party Ledger Amount,Considerar el importe total del Libro Mayor de Partes,
Consider Minimum Order Qty,Considerar la cantidad mínima de pedido,
Consider Rejected Warehouses,Considerar los almacenes rechazados,
Consider Tax or Charge for,Considerar impuestos o cargos por,
Considered In Paid Amount,Considerado en el importe pagado,
Consolidate Sales Order Items,Consolidar posiciones de pedido de cliente,
Consolidate Sub Assembly Items,Consolidar elementos de subensamblado,
Consolidated,Consolidado,
Consolidated Credit Note,Nota de crédito consolidada,
Consolidated Financial Statement,Estado Financiero Consolidado,
Consolidated Sales Invoice,Factura de venta consolidada,
Consultant,Consultor,
Consumable Cost,Coste de consumibles,
Consumed,Consumido,
Consumed Asset Total Value,Valor total de los activos consumidos,
Consumed Assets,Activos consumidos,
Consumed Items,Artículos consumidos,
Consumed Qty,Cantidad consumida,
Consumed Quantity,Calidad consumida,
Consumed Stock Items,Artículos de stock consumidos,
Consumed Stock Total Value,Valor total del stock consumido,
Contact,Contacto,
Contact Desc,Desc. de Contacto,
Contact Email,Correo electrónico de contacto,
Contact HTML,HTML de Contacto,
Contact Info,Información de contacto,
Contact Information,Información del contacto,
Contact List,Lista de Contactos,
Contact Mobile,Contacto Móvil,
Contact Mobile No,No. móvil de contacto,
Contact Name,Nombre de contacto,
Contact No.,Contacto No.,
Contact Person,Persona de contacto,
Contacts,Contactos,
Content,Contenido,
Content Type,Tipo de contenido,
Contra Entry,Entrada contra,
Contract,Contrato,
Contract Details,Detalles del Contrato,
Contract End Date,Fecha de finalización de contrato,
Contract Fulfilment Checklist,Lista de Verificación de Cumplimiento del Contrato,
Contract Period,Período de Contrato,
Contract Template,Plantilla de Contrato,
Contract Template Fulfilment Terms,Términos de Cumplimiento de Plantilla de Contrato,
Contract Template Help,Ayuda con la plantilla de contrato,
Contract Terms,Terminos y Condiciones,
Contract Terms and Conditions,Términos y Condiciones del Contrato,
Contribution (%),Margen (%),
Contribution to Net Total,Contribución neta total,
Control Action,Acción de Control,
Control Historical Stock Transactions,Control de las transacciones históricas de existencias,
Conversion Factor,Factor de conversión,
Conversion Rate,Tasa de conversión,
Convert Item Description to Clean HTML in Transactions,Convertir la descripción del artículo a HTML limpio en las transacciones,
Converted,Convertido,
Copied From,Copiado de,
Copy Fields to Variant,Copiar Campos a Variante,
Corrective,Correctivo,
Corrective Action,Acción correctiva,
Corrective Operation,Operación correctiva,
Corrective Operation Cost,Coste de la operación correctiva,
Corrective/Preventive,Correctivo / preventivo,
Cost,Costo,
Cost Center,Centro de costos,
Cost Center Allocation,Asignación de centros de costes,
Cost Center Allocation Percentage,Porcentaje de Asignación del Centro de Costos,
Cost Center Allocation Percentages,Porcentajes de Asignación del Centro de Costo,
Cost Center Name,Nombre del centro de costos,
Cost Center Number,Número de centro de costo,
Cost Configuration,Configuración de costes,
Cost Per Unit,Coste por unidad,
Cost of Goods Sold,Costo sobre ventas,
Cost of Poor Quality Report,Informe sobre el coste de la mala calidad,
Cost to Company (CTC),Coste para la empresa (CTE),
Costing,Presupuesto,
Costing Amount,Costo acumulado,
Costing Details,Detalles de costos,
Costing Rate,Costo calculado,
Costing and Billing,Cálculo de Costos y Facturación,
Count,Contar,
Country,País,
Country of Origin,País de origen,
Coupon Code,Código promocional,
Coupon Code Based,Código de cupón basado,
Coupon Description,Descripción del cupón,
Coupon Name,Nombre del cupón,
Coupon Type,Tipo de cupón,
Create Chart Of Accounts Based On,Crear plan de cuentas basado en,
Create Grouped Asset,Crear activos agrupados,
Create Job Card based on Batch Size,Crear tarjeta de trabajo en función del tamaño del lote,
Create Ledger Entries for Change Amount,Crear entradas en el libro mayor para el importe de modificación,
Create Missing Party,Crear una Parte Perdida,
Create Receiver List,Crear Lista de Receptores,
Create User,Crear usuario,
Create User Permission,Crear Permiso de Usuario,
Create a new composite asset,Crear un nuevo activo compuesto,
Create in Draft Status,Crear en estado Borrador,
Create missing customer or supplier.,Crear Cliente o Proveedor faltante.,
Creation Document No,Creación del documento No,
Credit,Haber,
Credit Amount,Importe acreditado,
Credit Amount in Account Currency,Importe acreditado con la divisa,
Credit Amount in Transaction Currency,Importe del crédito en la moneda de la transacción,
Credit Card Entry,Ingreso de tarjeta de crédito,
Credit Days,Días de Crédito,
Credit Limit,Límite de crédito,
Credit Limit Settings,Configuración del límite de crédito,
Credit Limit and Payment Terms,Límite de Crédito y Condiciones de Pago,
Credit Limits,Límites de crédito,
Credit Months,Meses de Crédito,
Credit Note,Nota de crédito,
Credit Note Issued,Nota de crédito emitida,
Credit To,Acreditar en,
Credit in Company Currency,Divisa por defecto de la cuenta de credito,
Criteria,Criterios,
Criteria Formula,Fórmula de Criterios,
Criteria Name,Nombre del Criterio,
Criteria Setup,Configuración de los Criterios,
Criteria Weight,Peso del Criterio,
Cross Listing of Item in multiple groups,Cruz Ficha de artículo en varios grupos,
Cumulative Transaction Threshold,Umbral de Transacción Acumulativo,
Currency,Divisa / Moneda,
Currency Exchange,Cambio de Divisas,
Currency Exchange Settings,Configuración de Cambio de Moneda,
Currency Exchange Settings Details,Detalles de la configuración del cambio de divisas,
Currency Exchange Settings Result,Resultado de la configuración de cambio de moneda,
Currency and Price List,Divisa y listas de precios,
Current Address,Dirección Actual,
Current Address Is,La Dirección Actual es,
Current Amount,Cantidad actual,
Current Asset,Activo corriente,
Current Asset Value,Valor de Activo Actual,
Current BOM,Lista de materiales (LdM) actual,
Current Exchange Rate,Tasa de Cambio Actual,
Current Index,Índice actual,
Current Invoice End Date,Fecha de Finalización de la Factura Actual,
Current Invoice Start Date,Fecha de Inicio de la Factura Actual,
Current Level,Nivel actual,
Current Liability,Pasivo corriente,
Current Node,Nodo actual,
Current Qty,Cant. Actual,
Current Serial / Batch Bundle,Paquete de serie / lote actual,
Current Serial No,Número de serie actual,
Current State,Estado Actual,
Current Stock,Inventario Actual,
Current Time,Tiempo actual,
Current Valuation Rate,Tasa de valoración actual,
Custodian,Custodio,
Custody,Custodia,
Custom,Personalizar,
Custom HTML,HTML Personalizado,
Custom Remarks,Comentarios personalizados,
Custom delimiters,Delimitador personalizado,
Custom?,¿Personalizado?,
Customer,Cliente,
Customer ,Cliente,
Customer / Item / Item Group,Cliente / Producto / Grupo de Productos,
Customer / Lead Address,Dirección de cliente / Oportunidad,
Customer Acquisition and Loyalty,Compras y Lealtad de Clientes,
Customer Address,Dirección del cliente,
Customer Code,Código de Cliente,
Customer Contact,Contacto del Cliente,
Customer Contact Email,Correo electrónico de contacto de cliente,
Customer Credit Balance,Saldo de Clientes,
Customer Credit Limit,Límite de crédito del cliente,
Customer Defaults,Valores predeterminados del cliente,
Customer Details,Datos de Cliente,
Customer Feedback,Comentarios de cliente,
Customer Group,Categoría de Cliente,
Customer Group Item,Artículo del grupo de clientes,
Customer Group Name,Nombre de la categoría de cliente,
Customer Groups,Grupos de Clientes,
Customer Item,Artículo del cliente,
Customer Items,Partidas de deudores,
Customer Ledger Summary,Resumen del Libro mayor de clientes,
Customer Mobile No,Numero de móvil de cliente,
Customer Name,Nombre del cliente,
Customer Naming By,Ordenar cliente por,
Customer PO Details,Detalles de la OC del Cliente,
Customer POS id,ID de POS del cliente,
Customer Portal Users,Usuarios del Portal del Cliente,
Customer Primary Address,Dirección Principal del Cliente,
Customer Primary Contact,Contacto Principal del Cliente,
Customer Provided,Proporcionado por el cliente,
Customer Territory,Territorio del Cliente,
Customer Type,Tipo de Cliente,
Customer Warehouse (Optional),Almacén del cliente (opcional),
Customer or Item,Cliente o artículo,
Customer's Item Code,Código del producto para clientes,
Customer's Purchase Order,Ordenes de compra de clientes,
Customer's Purchase Order Date,Fecha de pedido de compra del cliente,
Customer's Purchase Order No,Pedido de compra No.,
Customer-wise Item Price,Precio del artículo sabio para el cliente,
Customers,Clientes,
Customers Without Any Sales Transactions,Clientes sin ninguna Transacción de Ventas,
Customerwise Discount,Descuento de Cliente,
Customs Tariff Number,Número de arancel aduanero,
DT-,DT-,
DUNN-.MM.-.YY.-,DUNN-.MM .-. YY.-,
Daily,Diario,
Daily Time to send,Tiempo diario para enviar,
Daily Timesheet Summary,Resumen Diario de Horas,
Dashboard,Tablero,
Data Import Configuration,Configuración de importación de datos,
Date,Fecha,
Date ,Fecha,
Date Of Retirement,Fecha de jubilación,
Date Settings,Ajustes de Fecha,
Date of Birth,Fecha de nacimiento,
Date of Commencement,Fecha de Comienzo,
Date of Establishment,Fecha de Fundación,
Date of Incorporation,Fecha de Incorporación,
Date of Issue,Fecha de Emisión.,
Date of Joining,Fecha de Ingreso,
Dates,Fechas,
Day,Día,
Day Of Week,Día de la semana,
Day of Week,Día de la semana,
Day to Send,Día para Enviar,
Day(s) after invoice date,Día(s) después de la fecha de la factura,
Day(s) after the end of the invoice month,Día(s) después del final del mes de la factura,
Days,Dias,
Days Until Due,Días Hasta el Vencimiento,
Days before the current subscription period,Días antes del período de suscripción actual,
Days for which Holidays are blocked for this department.,Días en que las vacaciones / permisos se bloquearan para este departamento.,
DeLinked,Desvinculado,
Deal Owner,Propietario de la Oferta,
Debit,Debe,
Debit Amount,Importe débitado,
Debit Amount in Account Currency,Importe debitado con la divisa,
Debit Amount in Transaction Currency,Importe del débito en la moneda de la transacción,
Debit Note,Nota de debito,
Debit Note Issued,Nota de débito emitida,
Debit To,Debitar a,
Debit in Company Currency,Divisa por defecto de la cuenta de débito,
Debit to,Débito a,
Debit-Credit Mismatch,Desajuste débito-crédito,
Debit-Credit mismatch,Desajuste débito-crédito,
Deduct,Deducir,
Deductee Details,Detalles del deducible,
Deductions or Loss,Deducciones o Pérdida,
Default,Predeterminado,
Default Account,Cuenta predeterminada,
Default Accounts,Cuentas predeterminadas,
Default Advance Account,Cuenta de anticipos por defecto,
Default Advance Paid Account,Cuenta de anticipos por defecto,
Default Advance Received Account,Cuenta de anticipos recibidos por defecto,
Default BOM,Lista de Materiales (LdM) por defecto,
Default Bank Account,Cuenta bancaria por defecto,
Default Billing Rate,Monto de facturación predeterminada,
Default Buying Cost Center,Centro de costos (compra) por defecto,
Default Buying Price List,Lista de precios por defecto,
Default Buying Terms,Términos de compra predeterminados,
Default Cash Account,Cuenta de efectivo por defecto,
Default Company,Compañía predeterminada,
Default Company Bank Account,Cuenta bancaria predeterminada de la empresa,
Default Cost Center,Centro de costos por defecto,
Default Cost of Goods Sold Account,Cuenta de costos (venta) por defecto,
Default Costing Rate,Precio de costo predeterminado,
Default Currency,Divisa / modena predeterminada,
Default Customer Group,Categoría de cliente predeterminada,
Default Deferred Expense Account,Cuenta de Gastos Diferidos Predeterminada,
Default Deferred Revenue Account,Cuenta de Ingresos Diferidos Predeterminada,
Default Dimension,Dimensión predeterminada,
Default Discount Account,Cuenta de descuento predeterminada,
Default Distance Unit,Unidad de distancia predeterminada,
Default Employee Advance Account,Cuenta Predeterminada de Anticipo de Empleado,
Default Expense Account,Cuenta de gastos por defecto,
Default Expense Claim Payable Account,Cuenta Pagadera por Reclamación de Gastos Predeterminada,
Default Finance Book,Libro de Finanzas Predeterminado,
Default Finished Goods Warehouse,Almacén predeterminado de productos terminados,
Default Holiday List,Lista de vacaciones / festividades predeterminadas,
Default In-Transit Warehouse,Almacén en tránsito predeterminado,
Default Income Account,Cuenta de ingresos por defecto,
Default Inventory Account,Cuenta de Inventario Predeterminada,
Default Item Group,Grupo de artículos predeterminado,
Default Item Manufacturer,Fabricante de artículo predeterminado,
Default Letter Head,Encabezado Predeterminado,
Default Manufacturer Part No,Número de pieza del fabricante predeterminado,
Default Material Request Type,El material predeterminado Tipo de solicitud,
Default Operating Cost Account,Cuenta de costos operativos por defecto,
Default Payable Account,Cuenta por pagar por defecto,
Default Payment Discount Account,Cuenta de descuento por pago predeterminado,
Default Payment Request Message,Mensaje de solicitud de pago por defecto,
Default Payment Terms Template,Plantilla de Términos de Pago Predeterminados,
Default Payroll Payable Account,La nómina predeterminada de la cuenta por pagar,
Default Price List,Lista de precios por defecto,
Default Priority,Prioridad predeterminada,
Default Provisional Account,Cuenta provisional predeterminada,
Default Purchase Unit of Measure,Unidad de Medida de Compra Predeterminada,
Default Quotation Validity Days,Días de Validez de Cotizaciones Predeterminados,
Default Receivable Account,Cuenta por cobrar por defecto,
Default Sales Unit of Measure,Unidad de Medida de Ventas Predeterminada,
Default Scrap Warehouse,Almacén de chatarra predeterminado,
Default Selling Cost Center,Centro de costos por defecto,
Default Selling Terms,Términos de venta predeterminados,
Default Service Level Agreement,Acuerdo de nivel de servicio predeterminado,
Default Shift,Shift predeterminado,
Default Source Warehouse,Almacén de origen,
Default Stock UOM,Unidad de Medida (UdM) predeterminada para Inventario,
Default Supplier,Proveedor predeterminado,
Default Supplier Group,Grupo de Proveedores Predeterminado,
Default Target Warehouse,Almacen de destino predeterminado,
Default Territory,Territorio predeterminado,
Default Unit of Measure,Unidad de Medida (UdM) predeterminada,
Default Valuation Method,Método predeterminado de valoración,
Default Value,Valor predeterminado,
Default Warehouse,Almacén por defecto,
Default Warehouse for Sales Return,Almacén predeterminado para devolución de ventas,
Default Warehouses for Production,Almacenes predeterminados para producción,
Default Work In Progress Warehouse,Almacén predeterminado de trabajos en proceso,
Default Workstation,Estación de Trabajo por defecto,
Default account will be automatically updated in POS Invoice when this mode is selected.,La Cuenta predeterminada se actualizará automáticamente en Factura de POS cuando se seleccione este modo.,
Default settings for your stock-related transactions,Configuración predeterminada para sus transacciones relacionadas con acciones,
Default: 10 mins,Predeterminado: 10 minutos,
Defaults,Predeterminados,
Deferred Accounting,Contabilidad diferida,
Deferred Accounting Defaults,Contabilidad diferida predeterminada,
Deferred Accounting Settings,Configuración de contabilidad diferida,
Deferred Expense,Gasto Diferido,
Deferred Expense Account,Cuenta de Gastos Diferidos,
Deferred Revenue,Ingresos Diferidos,
Deferred Revenue Account,Cuenta de Ingresos Diferidos,
Deferred Revenue and Expense,Ingresos y gastos diferidos,
Delay between Delivery Stops,Retraso entre paradas de entrega,
Delayed Item Report,Informe de artículo retrasado,
Delayed Order Report,Informe de pedido retrasado,
Delayed Tasks Summary,Resumen de tareas retrasadas,
Delete Accounting and Stock Ledger Entries on deletion of Transaction,Borrar asientos del libro de contabilidad y de existencias al borrar una transacción,
Delete Bins,Eliminar contenedores,
Delete Cancelled Ledger Entries,Eliminar entradas contables canceladas,
Delete Leads and Addresses,Eliminar clientes potenciales y direcciones,
Delete Transactions,Eliminar transacciones,
Delimiter options,Opciones de delimitador,
Delivered,Enviado,
Delivered By Supplier,Entregado por proveedor,
Delivered Items To Be Billed,Envios por facturar,
Delivered Qty,Cantidad entregada,
Delivered by Supplier (Drop Ship),Entregado por el Proveedor (Envío Triangulado),
Delivery,Entregar,
Delivery Date,Fecha de entrega,
Delivery Details,Detalles de la entrega,
Delivery Manager,Gerente de Envío,
Delivery Note,Nota de entrega,
Delivery Note Item,Nota de entrega del producto,
Delivery Note No,Nota de entrega No.,
Delivery Note Packed Item,Albarán de entrega Artículo embalado,
Delivery Note Trends,Evolución de las notas de entrega,
Delivery Settings,Ajustes de Entrega,
Delivery Status,Estado del envío,
Delivery Stop,Parada de Entrega,
Delivery Stops,Paradas de Entrega,
Delivery To,Entregar a,
Delivery Trip,Viaje de entrega,
Delivery User,Usuario de Envío,
Delivery Warehouse,Almacén de entrega,
Delivery to,Entregar a,
Demo Company,Empresa de Demostración,
Department,Departamento,
Departure Time,Hora de Salida,
Dependant SLE Voucher Detail No,Detalle del comprobante SLE dependiente N.º,
Dependencies,Dependencias,
Dependent Task,Tarea dependiente,
Dependent Tasks,Tareas dependientes,
Depends on Tasks,Depende de Tareas,
Deposit,Depósito,
Depreciate based on daily pro-rata,Depreciación basada en el prorrateo diario,
Depreciate based on shifts,Depreciar según turnos,
Depreciation,DEPRECIACIONES,
Depreciation Amount,Monto de la depreciación,
Depreciation Details,Detalles de la depreciación,
Depreciation Entry,Entrada de depreciación,
Depreciation Entry Posting Status,Estado de contabilización del asiento de amortización,
Depreciation Expense Account,Cuenta de gastos de depreciación,
Depreciation Method,Método de depreciación,
Depreciation Options,Opciones de Depreciación,
Depreciation Posting Date,Fecha de contabilización de la depreciación,
Depreciation Schedule,Programación de la depreciación,
Depreciation Schedule View,Vista del calendario de amortización,
Description,Descripción,
Description of Content,Descripción del contenido,
Designation,Puesto,
Desk User,Usuario de Escritorio,
Detailed Reason,Motivo detallado,
Details,Detalles,
Determine Address Tax Category From,Determinar la categoría de impuestos de la dirección de,
Diesel,Diesel,
Difference,Diferencia,
Difference (Dr - Cr),Diferencia (Deb - Cred),
Difference Account,Cuenta para la Diferencia,
Difference Amount,Diferencia,
Difference Amount (Company Currency),Diferencia de Monto (Divisas de la Compañía),
Difference Posting Date,Fecha de publicación de la diferencia,
Dimension Defaults,Valores predeterminados de dimensión,
Dimension Details,Detalles de la dimensión,
Dimension Filter Help,Ayuda del filtro de dimensiones,
Dimension Name,Nombre de dimensión,
Dimension-wise Accounts Balance Report,Informe de balance de cuentas por dimensiones,
Dimensions,Dimensiones,
Direct Expense,Gastos Directos,
Direct Income,Ingreso directo,
Disable,Desactivar,
Disable Capacity Planning,Desactivar planificación de capacidad,
Disable In Words,Desactivar en palabras,
Disable Last Purchase Rate,Desactivar última tasa de compra,
Disable Rounded Total,Desactivar redondeo,
Disable Serial No And Batch Selector,Desactivar selección de Nún. de Serie y Lote,
Disabled,Deshabilitado,
Disables auto-fetching of existing quantity,Desactiva la obtención automática de la cantidad existente,
Disassemble,Desmontar,
Disbursed,Desembolsado,
Discount,Descuento,
Discount (%) on Price List Rate with Margin,Descuento (%) en Tarifa de lista de precios con margen,
Discount Account,Cuenta de Descuento,
Discount Amount,Descuento,
Discount Date,Fecha de descuento,
Discount Percentage,Porcentaje de descuento,
Discount Settings,Configuración de Descuento,
Discount Type,Tipo de descuento,
Discount Validity,Validez del descuento,
Discount Validity Based On,Validez del descuento basado en,
Discount and Margin,Descuento y Margen,
Discount on Other Item,Descuento en otro artículo,
Discount on Price List Rate (%),Dto (%),
Discounted Amount,Importe descontado,
Discounted Invoice,Factura con descuento,
Discounts,Descuentos,
"Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on","Descuentos a aplicar en rangos secuenciales como compra 1 consigue 1, compra 2 consigue 2, compra 3 consigue 3 y así sucesivamente",
Discrepancy between General and Payment Ledger,Discrepancia entre el Libro Mayor y el Libro de Pagos,
Dislikes,No me gusta,
Dispatch Address,Dirección de Despacho,
Dispatch Address Name,Nombre de Dirección de Despacho,
Dispatch Information,Información de envío,
Dispatch Notification Attachment,Adjunto de Notificación de Despacho,
Dispatch Notification Template,Plantilla de notificación de despacho,
Dispatch Settings,Ajustes de despacho,
Disposal Date,Fecha de eliminación,
Distance,Distancia,
Distance UOM,Distancia UOM,
Distance from left edge,Distancia desde el borde izquierdo,
Distance from top edge,Distancia desde el borde superior,
Distinct Item and Warehouse,Distinto artículo y almacén,
Distinct unit of an Item,Unidad distinta del producto,
Distribute Additional Costs Based On ,Distribuir los costes adicionales en función de,
Distribute Charges Based On,Distribuir los cargos basados en,
Distribute Manually,Distribuir manualmente,
Distribution Name,Nombre de la distribución,
Divorced,Divorciado,
Do Not Contact,No contactar,
Do Not Explode,No desglosar,
Do Not Update Serial / Batch on Creation of Auto Bundle,No actualizar el número de serie o lote al crear un paquete automático,
Do Not Use Batch-wise Valuation,No utilice la valoración por lotes,
Do not show any symbol like $ etc next to currencies.,No volver a mostrar cualquier símbolo como $ u otro junto a las monedas.,
Do not update variants on save,No actualice las variantes al guardar,
Do reposting for each Stock Transaction,Realice el traspaso para cada transacción bursátil,
DocField,DocField,
DocType,DocType,
Doctype,Doctype,
Document Name,Nombre de Documento,
Document Type,Tipo de Documento,
Document Type ,Tipo de Documento,
Documents,Documentos,
Domain,Dominio,
Don't Reserve Sales Order Qty on Sales Return,No reserve la cantidad de la orden de venta en la devolución de ventas,
Don't Send Emails,No envíe correos electrónicos,
Done,Hecho,
Dont Recompute tax,No recalcular impuestos,
Doors,puertas,
Double Declining Balance,Doble Disminución de Saldo,
Download Required Materials,Descargar materiales requeridos,
Download Template,Descargar plantilla,
Downtime,Tiempo de Inactividad,
Downtime Analysis,Análisis de tiempo de inactividad,
Downtime Entry,Entrada de tiempo de inactividad,
Downtime Reason,Razón del tiempo de inactividad,
Draft,Borrador,
Driver,Conductor,
Driver Address,Dirección del conductor,
Driver Email,Email del conductor,
Driver Name,Nombre del Conductor,
Driver licence class,Clase de licencia de conducir,
Driving License Categories,Categorías de Licencia de Conducir,
Driving License Category,Categoría de Licencia de Conducir,
Drop Ship,Envío Triangulado,
Due Date,Fecha de vencimiento,
Due Date Based On,Fecha de Vencimiento basada en,
Dunning,Reclamación,
Dunning Amount,Importe de reclamación,
Dunning Amount (Company Currency),Importe de la reclamación (moneda de la empresa),
Dunning Fee,Tarifa de reclamación,
Dunning Letter,Carta de reclamación,
Dunning Letter Text,Texto de la carta de reclamación,
Dunning Level,Nivel de reclamación,
Dunning Type,Tipo de reclamación,
Duration,Duración,
Duration (Days),Duración (Días),
Dynamic Condition,Condición Dinámica,
EAN,EAN,
ERPNext Integrations,Integraciones ERPNext,
ERPNext User ID,ERP ID de usuario siguiente,
Each Transaction,Cada Transacción,
Edit Posting Date and Time,Editar fecha y hora de envío,
Education,Educación,
Educational Qualification,Formación académica,
Electric,Eléctrico,
Electricity Cost,Costos de Energía Eléctrica,
Electricity down,Electricidad bajada,
Electronic Invoice Register,Registro Electrónico de Facturas,
Email,Correo electrónico,
Email Account,Cuentas de correo electrónico,
Email Address,Dirección de correo electrónico,
Email Campaign,Campaña de correo electrónico,
Email Campaign For ,Campaña de correo electrónico para,
Email Details,Detalles de correo electrónico,
Email Digest,Boletín por correo electrónico,
Email Digest Recipient,Destinatario del resumen de correo electrónico,
Email Digest Settings,Configuración del boletín de correo electrónico,
Email Group,Grupo de Correo Electrónico,
Email Id,Correo Electrónico,
Email Sent,Correo Electrónico Enviado,
Email Settings,Configuración de Correo Electrónico,
Email Template,Plantilla de Correo Electrónico,
Email sent to,Correo electrónico enviado a,
Emergency Contact,Contacto de emergencia,
Emergency Contact Name,nombre del contacto de emergencia,
Emergency Phone,Teléfono de Emergencia,
Employee,Empleado,
Employee ,Empleado,
Employee Advance,Avance del Empleado,
Employee Analytics,Análisis de los empleados,
Employee Billing Summary,Resumen de facturación de empleados,
Employee Birthday,Cumpleaños del empleado,
Employee Detail,Detalle de los Empleados,
Employee Education,Educación del empleado,
Employee External Work History,Historial de de trabajos anteriores,
Employee Group,Grupo de empleados,
Employee Group Table,Tabla de grupo de empleados,
Employee Information,Información del empleado,
Employee Internal Work History,Historial de trabajo del empleado,
Employee Leave Balance,Balance de ausencias de empleado,
Employee Leave Balance Summary,Resumen de saldo de licencia de empleado,
Employee Name,Nombre de empleado,
Employee Number,Número de empleado,
Employee User Id,Id. de usuario del empleado,
Employment Type,Tipo de empleo,
Enable Appointment Scheduling,Habilitar programación de citas,
Enable Auto Email,Habilitar correo electrónico automático,
Enable Automatic Party Matching,Habilitar la coincidencia automática de partes,
Enable Capital Work in Progress Accounting,Habilitar la contabilidad del trabajo en curso de capital,
Enable Common Party Accounting,Habilitar la contabilidad de partes comunes,
Enable Deferred Expense,Habilitar el Gasto Diferido,
Enable Deferred Revenue,Habilitar Ingresos Diferidos,
Enable Discount Accounting for Selling,Habilitar la contabilidad de descuentos para las ventas,
Enable European Access,Habilitar el acceso europeo,
Enable Fuzzy Matching,Habilitar coincidencia difusa,
Enable Health Monitor,Habilitar monitor de salud,
Enable Immutable Ledger,Habilitar libro mayor inmutable,
Enable Perpetual Inventory,Habilitar Inventario Perpetuo,
Enable Provisional Accounting For Non Stock Items,Habilitar contabilidad provisional para artículos que no están en stock,
Enable Stock Reservation,Habilitar reserva de existencias,
Enable YouTube Tracking,Habilitar el seguimiento de YouTube,
